post_time,text,retweet,Photo/Link_Normalized,Photo/Link,Photo,Link,No_Photo/Link_Normalized,hours,Hastag_Count,text1,compound_score,positive_score,neutral_score,negative_score
Tue Jul 09 19:26:00 +0000 2019,Can we feed 10 billion people? I’m optimistic that we can if we invest in research that will help poor farmers adapt to climate change. https://t.co/KjKNQRMBJy,1814,1,1,0,1,0,19,0,feed 10 billion people optimistic invest research help poor farmers adapt climate change,0.2263,0.276,0.552,0.171
Wed Jul 03 23:20:02 +0000 2019,Nuclear power is the second-largest source of low-carbon electricity in the world — but its growth is slowing down. This important @IEA report outlines how countries can support existing reactors and advance nuclear innovation. https://t.co/cS9cuHn1WA,2141,1,1,0,1,0,23,0,nuclear power secondlargest source lowcarbon electricity world growth slowing important iea report outlines countries support existing reactors advance nuclear innovation,0.8271,0.377,0.623,0.0
Wed Jul 03 17:21:01 +0000 2019,"I wish I had understood much earlier in my career what true inequity looks like and how to fight it. That’s why I’m inspired by the story of William Wu, an engineer who started using his tech skills to fight inequity much sooner than I did: https://t.co/qEDOk3kVEo https://t.co/WDxHCur6Ki",769,1,2,1,1,0,17,0,wish understood much earlier career true inequity looks like fight thats inspired story william wu engineer started using tech skills fight inequity much sooner,0.7184,0.326,0.523,0.151
Mon Jul 01 14:10:03 +0000 2019,"This is the teletype that brought Paul Allen and me together. And I’m so glad that it did. Paul was one of the most thoughtful, brilliant, and curious people I’ve ever met: https://t.co/CNw9gc5Xh7 https://t.co/pC9FIQ0kK5",838,1,2,1,1,0,14,0,teletype brought paul allen together glad paul thoughtful brilliant curious people ive ever met,0.8934,0.539,0.461,0.0
Sun Jun 30 16:21:52 +0000 2019,More people are getting their electricity from renewable sources that ever before. Here’s how we can build on the progress we’ve made: https://t.co/ftMb24y6sd https://t.co/46kGyQP7EQ,1002,1,2,1,1,0,16,0,people getting electricity renewable sources ever heres build progress weve made,0.4215,0.219,0.781,0.0
Sat Jun 29 15:46:46 +0000 2019,"Today’s commitment by @theresa_may to #StepUpTheFight against AIDS, TB and malaria will help save millions of lives. @GlobalFund is one of the best investments the world can make in the years ahead: https://t.co/imFw4POQzI",948,1,1,0,1,0,15,1,todays commitment theresamay stepupthefight aids tb malaria help save millions lives globalfund best investments world make years ahead,0.9136,0.476,0.524,0.0
Fri Jun 28 17:14:01 +0000 2019,My friendship with Paul Allen changed my life. I loved sharing some of my favorite stories about him (and a few old photos!) at the Forbes Philanthropy Summit yesterday: https://t.co/3i6SFNg9q4 https://t.co/t2t7yTBVie,1106,1,2,1,1,0,17,0,friendship paul allen changed life loved sharing favorite stories old photos forbes philanthropy summit yesterday,0.9118,0.534,0.466,0.0
Thu Jun 27 11:57:00 +0000 2019,Few inventions have changed our lives as much as the battery. I’m excited that more inventors and investors are being attracted to the quest to build a better one. https://t.co/KAyNoiaXzr,976,1,1,0,1,0,11,0,inventions changed lives much battery excited inventors investors attracted quest build better,0.7964,0.474,0.526,0.0
Thu Jun 27 00:00:00 +0000 2019,"It’s great to see such early support from Japan in re-committing to the @GlobalFund. The support of @AbeShinzo and the Japanese people will help the world #StepUpTheFight against AIDS, TB, and malaria. https://t.co/0oitm7xmA6",336,1,1,0,1,0,0,1,great see early support japan recommitting globalfund support abeshinzo japanese people help world stepupthefight aids tb malaria,0.9042,0.484,0.516,0.0
Tue Jun 25 12:05:00 +0000 2019,"I’m excited about the progress we’re making toward understanding Alzheimer’s. For the first time, @MIT researchers have completed an analysis of the genes that are expressed in individual brain cells of Alzheimer’s patients. https://t.co/lluUJ0oC9u",1765,1,1,0,1,0,12,0,excited progress making toward understanding alzheimers first time mit researchers completed analysis genes expressed individual brain cells alzheimers patients,0.6369,0.234,0.766,0.0
Mon Jun 24 12:51:00 +0000 2019,"I love talking about toilets. @NatGeo recently wrote about two that I think could change the world.
https://t.co/2Q521aLrDK",1579,1,1,0,1,0,12,0,love talking toilets natgeo recently wrote two think could change world,0.6369,0.296,0.704,0.0
Sat Jun 22 04:45:00 +0000 2019,"I’m excited to see such incredible leadership from @EmmanuelMacron and the people of France towards @GlobalFund. If more countries #StepUpTheFight against AIDS, TB, and malaria, we can save 16 million lives. https://t.co/n0Wdr5ScCy",1959,1,1,0,1,0,4,1,excited see incredible leadership emmanuelmacron people france towards globalfund countries stepupthefight aids tb malaria save 16 million lives,0.6808,0.259,0.741,0.0
Thu Jun 20 16:22:00 +0000 2019,"I learned what’s possible in agriculture from studying a remarkable scientist named Norman Borlaug. If you’re curious about Borlaug and his breakthroughs, I recommend this article and a book called “The Man Who Fed the World.” https://t.co/GZrs6iKxMX",2098,1,1,0,1,0,16,0,learned whats possible agriculture studying remarkable scientist named norman borlaug youre curious borlaug breakthroughs recommend article book called man fed world,0.8126,0.318,0.682,0.0
Wed Jun 19 16:57:15 +0000 2019,"If you have the willingness to learn about a problem and the talent to help solve it, you can make a remarkable difference in the world. Just ask former NASA engineer William Wu: https://t.co/YDvisdSjki https://t.co/qB3qAQCrzR",921,1,2,1,1,0,16,0,willingness learn problem talent help solve make remarkable difference world ask former nasa engineer william wu,0.8519,0.506,0.389,0.105
Tue Jun 18 18:08:31 +0000 2019,"I encourage software developers, inventors, and scientists to consider how they can use their skills to fight inequity. https://t.co/bedv0SXjgs",930,1,1,0,1,0,18,0,encourage software developers inventors scientists consider use skills fight inequity,0.1779,0.237,0.576,0.187
Mon Jun 17 17:39:01 +0000 2019,"When @goodreads asked me to share my top summer reading recommendations, it was hard to narrow down the list. https://t.co/SlVDDIDnd7",687,1,1,0,1,0,17,0,goodreads asked share top summer reading recommendations hard narrow list,0.3818,0.323,0.565,0.113
Sat Jun 15 15:07:55 +0000 2019,Fighting disease is like fighting fire. It’s not enough to put out most of it — you have to get it all. @Rotary’s generous pledge to the Global Polio Eradication Initiative will help us extinguish this terrible disease for good. https://t.co/OHdVufsVrF,871,1,1,0,1,0,15,0,fighting disease like fighting fire enough put get rotarys generous pledge global polio eradication initiative help us extinguish terrible disease good,0.2263,0.327,0.372,0.301
Fri Jun 14 16:33:32 +0000 2019,"The fight against malaria is one of the greatest success stories in global health — but progress has slowed in recent years. To regain momentum, we must work together to combat drug and insecticide resistance. https://t.co/2vw0LMzEuX",750,1,1,0,1,0,16,0,fight malaria greatest success stories global health progress slowed recent years regain momentum must work together combat drug insecticide resistance,0.7717,0.349,0.489,0.163
Thu Jun 13 16:16:32 +0000 2019,"I was moved by this story: Bob’s daughter has Down syndrome, which puts her at a higher risk for dementia. Motivated by her condition and his love of science, he volunteered for an #Alzheimers clinical trial. https://t.co/tfQScwYo2J",439,1,1,0,1,0,16,1,moved story bobs daughter syndrome puts higher risk dementia motivated condition love science volunteered alzheimers clinical trial,0.7269,0.309,0.601,0.09
Wed Jun 12 16:34:01 +0000 2019,Our foundation’s Day of Caring is one of my dad’s favorite days of the year. I know he can’t wait to hear what our employees learn from our partners this year. https://t.co/D2DNr3xCgE,487,1,2,1,1,0,16,0,foundations day caring dads favorite days year know cant wait hear employees learn partners year,0.7351,0.323,0.677,0.0
Tue Jun 11 18:58:01 +0000 2019,"I’m always amazed by the disconnect between what we see in the news and the reality of the world around us. As my late friend Hans Rosling would say, we must fight the fear instinct that distorts our perspective: https://t.co/uQRofM4q2u https://t.co/SzXDFr4clj",45527,1,2,1,1,0,18,0,always amazed disconnect see news reality world around us late friend hans rosling would say must fight fear instinct distorts perspective,-0.2023,0.209,0.523,0.268
Sat Jun 08 17:49:23 +0000 2019,"Thank you for being a friend, Warren: https://t.co/4hhwUvkGox #BestFriendsDay https://t.co/1hmF1WE5gC",1809,1,2,1,1,0,17,1,thank friend warren bestfriendsday,0.6908,0.74,0.26,0.0
Sat Jun 08 14:56:00 +0000 2019,I’m thrilled about the elimination of malaria from Algeria and Argentina. This news gives me hope that we’ll one day get rid of the disease forever. https://t.co/mizZSMgpUe,2698,1,1,0,1,0,14,0,thrilled elimination malaria algeria argentina news gives hope well day get rid disease forever,0.7845,0.418,0.582,0.0
Fri Jun 07 16:26:30 +0000 2019,"David Letterman’s newest season of #MyNextGuest has a lot of fascinating guests, but there’s one clear standout for me. Check out @melindagates's terrific interview on @netflix: https://t.co/vzS70LBNyj https://t.co/RBtynivvu4",286,1,2,1,1,0,16,1,david lettermans newest season mynextguest lot fascinating guests theres clear standout check melindagatess terrific interview netflix,0.8481,0.414,0.586,0.0
Wed Jun 05 14:06:44 +0000 2019,Patience: it's a valuable skill for investing and for training new employees at Dairy Queen. https://t.co/654kxGktaO,632,1,1,0,1,0,14,0,patience valuable skill investing training new employees dairy queen,0.4767,0.279,0.721,0.0
Tue Jun 04 12:07:00 +0000 2019,"Warren and I recently picked up a @DairyQueen shift. I think I may have been a quicker study in the Blizzard department, but watch the video below and judge for yourself: https://t.co/BJc1nV4kpa https://t.co/J1NgS0EbfE",1986,1,2,1,1,0,12,0,warren recently picked dairyqueen shift think may quicker study blizzard department watch video judge,0.0,0.0,1.0,0.0
Mon Jun 03 04:20:50 +0000 2019,A powerful call to action from @angienguku on the eve of #WD2019. @melindagates and I are impatient for every mother to have access to high-quality maternal care. https://t.co/ZrKzfdupVx,474,1,1,0,1,0,4,1,powerful call action angienguku eve wd2019 melindagates impatient every mother access highquality maternal care,0.5859,0.312,0.573,0.115
Fri May 31 16:52:52 +0000 2019,"If you’re working on digital biomarkers for Alzheimer's disease and related dementias, I encourage you to apply for the next round of funding on the Diagnostics Accelerator website: https://t.co/pQP0E0x8oO https://t.co/3aziBMTR7c",333,1,2,1,1,0,16,0,youre working digital biomarkers alzheimers disease related dementias encourage apply next round funding diagnostics accelerator website,0.5106,0.18,0.82,0.0
Fri May 31 16:49:46 +0000 2019,"Congratulations to the first round of award recipients from @TheADDF’s Diagnostics Accelerator. Your ideas are getting us closer to a reliable, affordable, and easy-to-use diagnostic for Alzheimer’s disease. https://t.co/JENlb92P6h",402,1,1,0,1,0,16,0,congratulations first round award recipients theaddfs diagnostics accelerator ideas getting us closer reliable affordable easytouse diagnostic alzheimers disease,0.8126,0.316,0.684,0.0
Thu May 30 16:22:00 +0000 2019,"Identifying candidates for clinical trials more quickly is essential in the fight against Alzheimer’s. That’s why I’m excited about reliable, affordable, and easy-to-use diagnostic tools like blood tests. https://t.co/pXuIUiIY4I",607,1,1,0,1,0,16,0,identifying candidates clinical trials quickly essential fight alzheimers thats excited reliable affordable easytouse diagnostic tools like blood tests,0.3182,0.218,0.667,0.116
Wed May 29 17:26:37 +0000 2019,"I recently sat down with one of my favorite authors, Jared Diamond. His perspective on political polarization really caught my attention: https://t.co/cfPHMmYgcw https://t.co/F88NEAzZLp",729,1,2,1,1,0,17,0,recently sat favorite authors jared diamond perspective political polarization really caught attention,0.6597,0.351,0.649,0.0
Tue May 28 19:14:00 +0000 2019,Breakthrough Energy Ventures – Europe will be a catalyst for innovative solutions to fight climate change. We have the resources to make a meaningful difference and the flexibility to move quickly. That’s a rare and powerful combination. https://t.co/K4j7ggRzI4,605,1,1,0,1,0,19,0,breakthrough energy ventures europe catalyst innovative solutions fight climate change resources make meaningful difference flexibility move quickly thats rare powerful combination,0.8625,0.461,0.455,0.084
Tue May 28 16:26:32 +0000 2019,"We need the collective effort of governments, individuals, and the private sector to tackle climate change. I’m excited about Canada’s new partnership with @btenergy. #CEMMI2019 https://t.co/adQcnEpvxV",490,1,1,0,1,0,16,1,need collective effort governments individuals private sector tackle climate change excited canadas new partnership btenergy cemmi2019,0.34,0.138,0.862,0.0
Sat May 25 14:07:00 +0000 2019,I can’t recommend these books highly enough: https://t.co/h9J71vWAcz https://t.co/3gOdcA4OaX,1189,1,2,1,1,0,14,0,cant recommend books highly enough,-0.2755,0.0,0.655,0.345
Fri May 24 17:38:00 +0000 2019,"Last year I recommended “Bad Blood,” which is about the rise and fall of Theranos. This year I’m recommending “Nine Pints,” another book about blood that you won’t want to put down. https://t.co/AcnsyCT9TR",509,1,1,0,1,0,17,0,last year recommended bad blood rise fall theranos year recommending nine pints another book blood wont want put,-0.4445,0.084,0.697,0.219
Fri May 24 14:30:27 +0000 2019,"Congratulations @NarendraModi on a remarkable win in #IndianElections2019. Your continued commitment to improve health, nutrition, and development will significantly improve lives of many. @BJP4India",15005,1,1,0,1,0,14,1,congratulations narendramodi remarkable win indianelections2019 continued commitment improve health nutrition development significantly improve lives many bjp4india,0.9623,0.663,0.337,0.0
Thu May 23 12:00:01 +0000 2019,"I’m a big fan of everything Jared Diamond has written, and his latest book, “Upheaval,” is no exception. You can download a free chapter here: https://t.co/aeB13snhM3 https://t.co/FkapORHnpH",357,1,2,1,1,0,12,0,big fan everything jared diamond written latest book upheaval exception download free chapter,0.7906,0.444,0.556,0.0
Wed May 22 20:31:01 +0000 2019,"This #RedNoseDay, I’m swapping out my usual summer books for something a little different. Learn how you can help end child poverty, one red nose at a time: https://t.co/8z5vwVqiCB https://t.co/KM8VRG4CHY",674,1,2,1,1,0,20,1,rednoseday swapping usual summer books something little different learn help end child poverty red nose time,-0.2177,0.123,0.709,0.167
Tue May 21 16:42:55 +0000 2019,"Whether you’re a political leader or just an armchair historian, you’ll learn a lot from @BeschlossDC's book “Presidents of War.” https://t.co/YD8sOHXG9l",472,1,1,0,1,0,16,0,whether youre political leader armchair historian youll learn lot beschlossdcs book presidents war,-0.5994,0.0,0.755,0.245
Mon May 20 22:59:06 +0000 2019,This book will take you on a trip you’ll never forget: https://t.co/l4IvTS9AHD https://t.co/mNkg6G9lof,585,1,2,1,1,0,22,0,book take trip youll never forget,0.1695,0.25,0.75,0.0
Mon May 20 17:47:30 +0000 2019,Looking for a summer read? You can’t go wrong with one of these great books: https://t.co/xB82XMnJY9,1371,1,1,0,1,0,17,0,looking summer read cant go wrong great books,-0.1877,0.216,0.506,0.278
Mon May 20 00:43:01 +0000 2019,"This is great news: wind and solar power generation is expanding at record rates, allowing more people to get their electricity from renewable sources than ever before. Here’s how we can move even faster towards a zero-carbon future: https://t.co/dtpxiKGHSb https://t.co/6tAITSZGp3",1727,1,2,1,1,0,0,0,great news wind solar power generation expanding record rates allowing people get electricity renewable sources ever heres move even faster towards zerocarbon future,0.6249,0.157,0.843,0.0
Sun May 19 12:21:00 +0000 2019,"Together, we can achieve what @Rotary first envisioned: a world where no child will be struck with polio ever again. This weekend, I was honored to thank @RotaryRassin and other Rotarians in person for their dedication to the fight against polio. https://t.co/sYNHU7RqGS",683,1,1,0,1,0,12,0,together achieve rotary first envisioned world child struck polio ever weekend honored thank rotaryrassin rotarians person dedication fight polio,0.4019,0.243,0.579,0.178
Fri May 17 14:47:15 +0000 2019,Nearly every job created since the last recession has gone to someone with a post-high school education. But which degrees and programs provide the greatest value? Our foundation is launching a new commission to find out: https://t.co/382oqYQ161 https://t.co/i1JXF0xTzU,872,1,2,1,1,0,14,0,nearly every job created since last recession gone someone posthigh school education degrees programs provide greatest value foundation launching new commission find,0.7003,0.293,0.612,0.095
Thu May 16 19:21:17 +0000 2019,"A college degree is the surest path to a healthy, rewarding life and career. But which degrees and programs provide the greatest value to students? Our foundation CEO @SueDHellmann is co-chairing a new commission to get that data into the hands of more families. https://t.co/0lszyYXPtH",537,1,1,0,1,0,19,0,college degree surest path healthy rewarding life career degrees programs provide greatest value students foundation ceo suedhellmann cochairing new commission get data hands families,0.9325,0.441,0.559,0.0
Wed May 15 21:12:05 +0000 2019,"Everyone at the @gatesfoundation looks forward to days when our trustee Warren is on campus. @melindagates and I couldn’t ask for a better champion for our employees, partners, and grantees. https://t.co/t7vlrjNR6s",697,1,2,1,1,0,21,0,everyone gatesfoundation looks forward days trustee warren campus melindagates couldnt ask better champion employees partners grantees,-0.5502,0.097,0.633,0.27
Wed May 15 18:20:53 +0000 2019,It is surprisingly hard to store renewable energy. Here are three startups I’m excited about that are tackling this challenge: https://t.co/ilUAEa5TVJ https://t.co/PH0bNzRSJ2,895,1,2,1,1,0,18,0,surprisingly hard store renewable energy three startups excited tackling challenge,0.6808,0.556,0.347,0.097
Wed May 15 00:08:26 +0000 2019,It’s easy to be overwhelmed by climate change and what to do about it. I recently wrote about why I’m optimistic we can prevent the worst from happening: https://t.co/J4sntwJFRO https://t.co/Ygnxjwy5Om,723,1,2,1,1,0,0,0,easy overwhelmed climate change recently wrote optimistic prevent worst happening,0.1027,0.452,0.301,0.247
Mon May 13 16:08:37 +0000 2019,"A fascinating discussion with computer scientist @drfeifei, historian @harari_yuval, and journalist @nxthompson on the future of AI. https://t.co/6gXSOZ5oLo",951,1,1,0,1,0,16,0,fascinating discussion computer scientist drfeifei historian harariyuval journalist nxthompson future ai,0.5423,0.259,0.741,0.0
Sun May 12 22:09:07 +0000 2019,"My mom was one of the most generous people I’ve ever known. If I grew up #WithoutMom, I wouldn’t be the man I am today. Join the fight against preventable maternal deaths so that no child grows up without a mother. https://t.co/8MaSCBW012",1589,1,1,0,1,0,22,1,mom generous people ive ever known grew withoutmom wouldnt man today join fight preventable maternal deaths child grows without mother,-0.0485,0.133,0.686,0.181
Sun May 12 14:52:29 +0000 2019,"All my life I’ve been surrounded by remarkable women. And I was moved when Melinda decided to write about two of them — my mother and my grandmother — in her new book, The #MomentofLift. Happy #MotherDay to all the amazing mothers out there! https://t.co/syfEgdIz2N",1375,1,2,1,1,0,14,2,life ive surrounded remarkable women moved melinda decided write two mother grandmother new book momentoflift happy motherday amazing mothers,0.9022,0.41,0.59,0.0
Sat May 11 17:31:12 +0000 2019,"This fascinating #dataviz looks at how the global population pyramid is changing. With the right investments in health and education, young people at the bottom of the pyramid will drive tremendous growth and innovation. https://t.co/uvx1gFL7pu",1007,1,1,0,1,0,17,1,fascinating dataviz looks global population pyramid changing right investments health education young people bottom pyramid drive tremendous growth innovation,0.8271,0.352,0.648,0.0
Fri May 10 02:56:04 +0000 2019,I was touched when Melinda asked me to introduce her at her #MomentofLift book tour stop in Seattle tonight. I wanted to do right by her but wasn’t sure what the best approach was -- so I turned to someone with some expertise in this area… https://t.co/AYKp6MPC6E,1984,1,2,1,1,0,2,1,touched melinda asked introduce momentoflift book tour stop seattle tonight wanted right wasnt sure best approach turned someone expertise area,-0.7601,0.0,0.693,0.307
Thu May 09 16:33:47 +0000 2019,2018 National Teacher of the Year @MandyRheaWrites told me about the remarkable resilience of her students. I was inspired by their stories and Mandy’s ability to connect with them: https://t.co/rMLfrtVrHv #ThankATeacher https://t.co/d7re2bbUet,325,1,2,1,1,0,16,1,2018 national teacher year mandyrheawrites told remarkable resilience students inspired stories mandys ability connect thankateacher,0.8442,0.431,0.569,0.0
Wed May 08 14:29:43 +0000 2019,I really enjoyed spending time with 2017 WA State Teacher of the Year @farmtableteach. She showed me a neat lesson that can be used to teach science and engineering to students as young as 5 years old: https://t.co/iBbGi2Iu18 #ThankATeacher https://t.co/NenWzBfdIZ,841,1,2,1,1,0,14,1,really enjoyed spending time 2017 wa state teacher year farmtableteach showed neat lesson used teach science engineering students young 5 years old thankateacher,0.7645,0.248,0.752,0.0
Tue May 07 21:45:00 +0000 2019,"For Teacher Appreciation Week, I’ll be highlighting some of the most impactful lessons I’ve learned from educators in my home state. 2019 WA State Teacher of the Year @_MrHand showed me how he could build lesson plans that resonate with every student. #ThankATeacher https://t.co/aRYp7klSy1",357,1,2,1,1,0,21,1,teacher appreciation week ill highlighting impactful lessons ive learned educators home state 2019 wa state teacher year mrhand showed could build lesson plans resonate every student thankateacher,0.128,0.106,0.804,0.09
Tue May 07 21:24:03 +0000 2019,"RT @GatesUS: No one has more insight than teachers into what makes a classroom tick, or how to reach &amp; inspire a struggling student. 

Happ…",173,1,1,0,1,0,21,0,rt gatesus insight teachers makes classroom tick reach amp inspire struggling student happ,0.25,0.273,0.568,0.159
Mon May 06 18:34:51 +0000 2019,I’ve learned a lot from the career of this real-life Sherlock Holmes: https://t.co/LhCRp52KgN https://t.co/0GnuegjFep,490,1,2,1,1,0,18,0,ive learned lot career reallife sherlock holmes,0.0,0.0,1.0,0.0
Sat May 04 19:43:24 +0000 2019,"Melinda and I love meeting with people who are trying to change the world. Here are four of the people who inspired Melinda when she set out to write her new book, The #MomentofLift. https://t.co/SiJCanAna1",654,1,1,0,1,0,19,1,melinda love meeting people trying change world four people inspired melinda set write new book momentoflift,0.8126,0.346,0.654,0.0
Fri May 03 13:50:51 +0000 2019,What does a “dirt detective” do for a living? I’m eager to watch this talk from soil scientist Asmeret Asefaw Berhe about how we can use soil to fight climate change. @TEDTalks https://t.co/X6EKzhlKfU,984,1,1,0,1,0,13,0,dirt detective living eager watch talk soil scientist asmeret asefaw berhe use soil fight climate change tedtalks,-0.3612,0.116,0.651,0.233
Thu May 02 21:58:14 +0000 2019,"A few months ago, Fred contributed a piece to my blog which outlined why educating the next generation of African leaders will be so important. https://t.co/wCLJIENm6g",343,1,1,0,1,0,21,0,months ago fred contributed piece blog outlined educating next generation african leaders important,0.2023,0.13,0.87,0.0
Thu May 02 21:58:14 +0000 2019,"By the end of the century, almost half of the young people in the world will be in sub-Saharan Africa. https://t.co/ZiBfAgjpxx",792,1,2,1,1,0,21,0,end century almost half young people world subsaharan africa,0.0,0.0,1.0,0.0
Thu May 02 21:58:13 +0000 2019,.@FredSwaniker has an ambitious plan to unlock the talents of young Africans. I was thrilled to see him featured in the latest issue of #TIME100. https://t.co/9PParcGi6q,609,1,1,0,1,0,21,1,fredswaniker ambitious plan unlock talents young africans thrilled see featured latest issue time100,0.8402,0.474,0.526,0.0
Thu May 02 15:47:01 +0000 2019,It’s hard for me to overstate how brave people who fight outbreaks are. They face a near-impossible task with grace under pressure: https://t.co/dZi32udwDm https://t.co/rYFftiE7Wu,527,1,2,1,1,0,15,0,hard overstate brave people fight outbreaks face nearimpossible task grace pressure,0.25,0.337,0.326,0.337
Wed May 01 23:08:51 +0000 2019,Congratulations @SueDHellmann on your 5th anniversary @gatesfoundation. Your leadership on some of the world’s toughest challenges inspires me. https://t.co/gEQGO9MrV7,239,1,1,0,1,0,23,0,congratulations suedhellmann 5th anniversary gatesfoundation leadership worlds toughest challenges inspires,0.7783,0.526,0.39,0.084
Wed May 01 16:30:01 +0000 2019,The world’s historic progress to #endpolio would not be possible without the strong commitment of partners like @MohamedBinZayed and the UAE: https://t.co/MedY3Ta6vx https://t.co/FgCCRjTzG9,600,1,2,1,1,0,16,1,worlds historic progress endpolio would possible without strong commitment partners like mohamedbinzayed uae,0.1063,0.276,0.469,0.255
Tue Apr 30 16:31:51 +0000 2019,"If you enjoyed the @Avengers this weekend, I think you’ll be inspired by these real-life heroes: https://t.co/51u5y77EqZ https://t.co/0EqePCsPIH",1108,1,2,1,1,0,16,0,enjoyed avengers weekend think youll inspired reallife heroes,0.8689,0.662,0.338,0.0
Tue Apr 30 01:28:28 +0000 2019,"It’s amazing to think about the creative ways we’ve delivered vaccines over the years (even by dog sled, when necessary). Today, a startup called Zipline is even using delivery drones to reach the most remote parts of the world. https://t.co/ivkdFYc2j0 #VaccinesWork",1569,1,1,0,1,0,1,1,amazing think creative ways weve delivered vaccines years even dog sled necessary today startup called zipline even using delivery drones reach remote parts world vaccineswork,0.7783,0.262,0.738,0.0
Sun Apr 28 16:10:00 +0000 2019,The promise and perils of gene-editing might be the most important public debate we haven’t been having widely enough. I encourage you to read up on it whenever you have a chance. This @TheEconomist piece is a great place to start. https://t.co/srP2L1zu6T,1183,1,1,0,1,0,16,0,promise perils geneediting might important public debate havent widely enough encourage read whenever chance theeconomist piece great place start,0.7578,0.379,0.52,0.1
Fri Apr 26 13:48:13 +0000 2019,"One of my favorite authors, @sapinker, co-wrote a piece about why nuclear power is so important in fighting climate change. It’s worth reading. https://t.co/bDkDgF8sEQ",2232,1,1,0,1,0,13,0,favorite authors sapinker cowrote piece nuclear power important fighting climate change worth reading,0.4939,0.368,0.495,0.137
Thu Apr 25 13:52:45 +0000 2019,Deaths from malaria have dropped 42% since 2000. I’m as optimistic as ever that we can get to zero deaths in our generation: https://t.co/7PGDJv9PWG #WorldMalariaDay https://t.co/nWLLtMXz1B,1430,1,2,1,1,0,13,1,deaths malaria dropped 42 since 2000 optimistic ever get zero deaths generation worldmalariaday,0.3182,0.161,0.839,0.0
Wed Apr 24 11:54:00 +0000 2019,Stories like this one from Kenya remind me of why Melinda and I started our foundation. I'm optimistic we will continue to make progress towards the day that no child dies from a preventable disease. #VaccinesWork https://t.co/srfCk36l83,1213,1,2,1,1,0,11,1,stories like kenya remind melinda started foundation optimistic continue make progress towards day child dies preventable disease vaccineswork,0.765,0.336,0.664,0.0
Tue Apr 23 14:04:43 +0000 2019,"Melinda’s new book, The #MomentofLift, is out today: https://t.co/sC4eE1Jy8N.

She combines her mastery of data with her ability to tell powerful stories. It was a lot of fun watching her write it, and I’m excited for all of you to read it. https://t.co/Mc76kYsWIJ",820,1,2,1,1,0,14,1,melindas new book momentoflift today combines mastery data ability tell powerful stories lot fun watching write excited read,0.8689,0.435,0.565,0.0
Mon Apr 22 14:25:47 +0000 2019,"On #EarthDay, I’m inspired by the inventors who are tackling climate change and all the people who are supporting their work. I can’t wait to share their progress with you throughout the year. https://t.co/bZMYnhmZjY",2190,1,2,1,1,0,14,1,earthday inspired inventors tackling climate change people supporting work cant wait share progress throughout year,0.4367,0.286,0.516,0.198
Sat Apr 20 18:55:52 +0000 2019,Melinda’s new book The #MomentofLift is an urgent call to action. I’ll commit to the lift by working to ensure that we collect better data about women’s lives and livelihoods. https://t.co/KgFxAmXFl0,452,1,1,0,1,0,18,1,melindas new book momentoflift urgent call action ill commit lift working ensure collect better data womens lives livelihoods,0.765,0.435,0.458,0.107
Sat Apr 20 15:40:57 +0000 2019,Gene drive is a technique where you give a few mosquitoes an edited gene and it drives itself into all their offspring. It could one day help us defeat diseases like malaria: https://t.co/8rlIYXbWSN https://t.co/l1I0zhg0g3,892,1,2,1,1,0,15,0,gene drive technique give mosquitoes edited gene drives offspring could day help us defeat diseases like malaria,0.296,0.234,0.631,0.135
Fri Apr 19 21:00:00 +0000 2019,"Less than a century ago, families everywhere lived in fear of a mosquito bite. Now 75% of all malaria cases occur in just 15 countries. The partners fighting this disease won’t rest until we’ve reached every case of malaria, while saving as many lives as possible along the way. https://t.co/WDTG7lKiDg",1725,1,2,1,1,0,21,0,less century ago families everywhere lived fear mosquito bite 75 malaria cases occur 15 countries partners fighting disease wont rest weve reached every case malaria saving many lives possible along way,-0.7181,0.0,0.8,0.2
Fri Apr 19 14:22:50 +0000 2019,3: Which of the following factors affect the spread of malaria? The answer is in my latest blog post: https://t.co/Vv1rQ79zSJ,224,1,1,0,1,0,14,0,3 following factors affect spread malaria answer latest blog post,0.0,0.0,1.0,0.0
Fri Apr 19 14:22:49 +0000 2019,2: What kind of pathogen causes malaria? Find the answer here: https://t.co/tUPDUDpfK7,232,1,1,0,1,0,14,0,2 kind pathogen causes malaria find answer,0.5267,0.405,0.595,0.0
Fri Apr 19 14:22:49 +0000 2019,"Biology pop quiz! Test your knowledge about the world’s deadliest animal: the mosquito.

1: Of the 3,000 species of mosquitoes, how many are responsible for most cases of malaria? Read my post to find the answer: https://t.co/ICUKMpu3EO",504,1,1,0,1,0,14,0,biology pop quiz test knowledge worlds deadliest animal mosquito 1 3000 species mosquitoes many responsible cases malaria read post find answer,0.3182,0.108,0.892,0.0
Thu Apr 18 14:17:01 +0000 2019,"Here’s one reason why I really, really hate mosquitoes: https://t.co/DDG0kG692T #MosquitoWeek https://t.co/7qTfCLDKmu",2553,1,2,1,1,0,14,1,heres reason really really hate mosquitoes mosquitoweek,-0.6453,0.0,0.584,0.416
Thu Apr 18 00:17:00 +0000 2019,"I’ve been fascinated by Leonardo da Vinci for decades. Although he died 500 years ago, there’s still so much to learn from his remarkable life: https://t.co/mLf6AU0QLX https://t.co/mXtaErPSN5",1140,1,2,1,1,0,0,0,ive fascinated leonardo da vinci decades although died 500 years ago theres still much learn remarkable life,0.4767,0.276,0.576,0.148
